,,,,,,,,,,,,
DANH SÁCH BỆNH THEO DANH MỤC ICD,,,,,,,,,,,,
Ngày 19 tháng 08 năm 2021,,,,,,,,,,,,
,,,,,,,,,,,,
STT,Mã,Tên bệnh ,Nhóm bệnh,Mãn tính,Bệnh của,Thường gập,Bệnh năm,Không BH,Ngoài DS,Chuyên khoa,Mô tả,Hiệu lực
5731,F50.1,Chán ăn tâm thần không điển hình,Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5732,F50.2,Ăn vô độ tâm thần,Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5733,F50.3,Ăn vô độ tâm thần không điển hình,Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5734,F50.4,Chứng ăn nhiều kết hợp với các rối loạn tâm lý khác,Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5735,F50.5,Nôn kết hợp với các rối loạn tâm lý khác,Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5736,F50.8,Rối loạn ăn uống khác,Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5737,F50.9,"Rối loạn ăn uống, không biệt định",Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5738,K62.3,Sa trực tràng,Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5739,K62.4,Hẹp trực tràng và ống hậu môn,Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5740,K62.5,Xuất huyết hậu môn và trực tràng,Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5741,K62.6,Loét hậu môn và trực tràng,Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5742,K62.7,Viêm trực tràng do tia xạ,Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5743,K62.8,Bệnh đặc hiệu khác của hậu môn và trực tràng,Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5744,K62.9,"Bệnh hậu môn và trực tràng, không đặc hiệu",Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5745,K63,Bệnh khác của ruột,Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5746,K63.0,áp xe ruột,Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5747,K63.1,Thủng ruột (không có chấn thương),Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5748,K63.2,Rò ruột,Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5749,K63.3,Loét ruột,Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5750,K63.4,Sa ruột,Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5751,K63.5,Polyp đại tràng,Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5752,K63.8,Bệnh đặc hiệu khác của ruột,Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5753,K63.9,"Bệnh ruột, không đặc hiệu",Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5754,K64,Trĩ và huyết khối tĩnh mạch qua hậu môn,Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5755,K64.0,Trĩ độ I,Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5756,K64.1,Trĩ độ II,Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5757,K64.2,Trĩ độ III,Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5758,K64.3,Trĩ độ IV,Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5759,K64.4,Dãn da do trĩ sót lại,Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5760,K64.5,Huyết khối tĩnh mạch quanh hậu môn,Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5761,K64.8,Trĩ xác định khác,Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5762,K64.9,"Trĩ, không đặc hiệu",Bệnh đường ruột khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5763,K65,Viêm phúc mạc,Bệnh của phúc mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5764,K65.0,Viêm phúc mạc cấp,Bệnh của phúc mạc,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5765,M09.86*,"Viêm khớp trẻ em trong các bệnh được xếp ở mục khác, cẳng chân",Bệnh khớp,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5766,M09.87*,"Viêm khớp trẻ em trong các bệnh được xếp ở mục khác, cổ, bàn chân",Bệnh khớp,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5767,M09.88*,"Viêm khớp trẻ em trong các bệnh được xếp ở mục khác, vị trí khác",Bệnh khớp,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5768,M09.89*,"Viêm khớp trẻ em trong các bệnh được xếp ở mục khác, vị trí không xác định",Bệnh khớp,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5769,M10,Gút (thống phong),Bệnh khớp,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5770,M10.0,Bệnh Gút vô căn,Bệnh khớp,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5771,M10.1,Bệnh Gút do ngộ độc chì,Bệnh khớp,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5772,G04.8,"Viêm não, viêm tủy và viêm não - tủy khác",Bệnh viêm hệ thần kinh trung ương,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5773,G04.9,"Viêm não, viêm tủy và viêm não-tủy, không biệt định",Bệnh viêm hệ thần kinh trung ương,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5774,G05,"Viêm não, viêm tủy và viêm não- tủy trong bệnh phân loại ở mục khác",Bệnh viêm hệ thần kinh trung ương,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5775,G05*,"Viêm não, viêm tủy và viêm não- tủy trong bệnh phân loại ở mục khác",Bệnh viêm hệ thần kinh trung ương,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5776,G05.0*,"Viêm não, viêm tủy và viêm não - tủy trong bệnh nhiễm khuẩn đã được phân loại nơi khác",Bệnh viêm hệ thần kinh trung ương,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5777,I34.1,Sa (van) hai lá,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5778,I34.2,Hẹp (van) hai lá không do thấp,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5779,I34.8,Hẹp van hai lá không do thấp khác,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5780,I34.9,Hẹp van hai lá không do thấp,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5781,I35,Bệnh van động mạch chủ không do thấp,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5782,I35.0,Hẹp (van) động mạch chủ,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5783,I35.1,Hở (van) động mạch chủ,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5784,I35.2,Hẹp hở (van) động mạch chủ,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5785,I35.8,Bệnh van động mạch chủ khác,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5786,I35.9,"Bệnh van động mạch chủ, không đặc hiệu",Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5787,I36,Bệnh van ba lá không do thấp,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5788,I36.0,Hẹp (van) ba lá không do thấp,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5789,I36.1,Hở (van) ba lá không do thấp,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5790,I36.2,Hẹp kèm hở van ba lá không do thấp,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5791,I36.8,Bệnh van ba lá không do thấp khác,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5792,I36.9,"Bệnh van ba lá không do thấp khác, không đặc hiệu",Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5793,I37,Bệnh van động mạch phổi,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5794,I37.0,Hẹp van động mạch phổi,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5795,I37.1,Hở van động mạch phổi,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5796,I37.2,Hẹp hở van động mạch phổi,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5797,I37.8,Bệnh van động mạch phổi khác,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5798,I37.9,"Bệnh van động mạch phổi, không xác định",Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5799,I38,"Viêm nội tâm mạc, không xác định",Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5800,I39,Viêm nội tâm mạc và bệnh van tim trong bệnh phân loại nơi khác,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5801,I39*,Viêm nội tâm mạc và bệnh van tim trong bệnh phân loại nơi khác,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5802,I39.0*,Bệnh van hai lá trong bệnh phân loại nơi khác,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5803,I39.1*,Bệnh van động mạch chủ trong bệnh phân loại nơi khác,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5804,I39.2*,Bệnh van ba lá trong bệnh phân loại nơi khác,Thể bệnh tim khác,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5805,L70.4,Trứng cá trẻ em,Các bệnh phần phụ của da,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5806,L70.5,Trứng cá trầy xước ở thiếu nữ,Các bệnh phần phụ của da,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5807,L70.8,Trứng cá khác,Các bệnh phần phụ của da,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5808,L70.9,Trứng cá không điển hình,Các bệnh phần phụ của da,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5809,F52.2,Thất bại trong đáp ứng tình dục,Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5810,F52.3,Loạn chức năng cực khóai,Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5811,F52.4,Phóng tinh sớm,Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5812,F52.5,Co thắt âm đạo không do nguyên nhân thực thể,Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5813,F52.6,Đau khi giao hợp không thực tổn,Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5814,F52.7,Xu hướng tình dục quá độ,Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5815,F52.8,"Loạn chức năng tình dục khác, không do bệnh lý hoặc rối loạn thực tổn",Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5816,F52.9,"Loạn chức năng tình dục không biệt định khác, không do bệnh lý hoặc rối loạn thực tổn",Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5817,F53,"Rối loạn hành vi và tâm thần kết hợp với thời kì sinh đẻ, không phân loại ở nơi khác",Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5818,F53.0,"Rối loạn hành vi và tâm thần nhẹ kết hợp với thời kì sinh đẻ, không phân loại nơi khác",Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5819,F53.1,"Rối loạn hành vi và tâm thần nặng kết hợp với thời kì sinh đẻ, không phân loại nơi khác",Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5820,F53.8,"Các rối loạn hành vi và tâm thần khác kết hợp với thời kì sinh đẻ, không phân loại nơi khác",Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5821,F53.9,"Rối loạn tâm thần kết hợp với thời kì sinh đẻ, không biệt định",Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5822,F54,Các nhân tố tâm lý và hành vi kết hợp với rối loạn hoặc các bệnh phân loại ở nơi khác,Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5823,F55,Lạm dụng các chất không gây nghiện,Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5824,F59,Các hội chứng hành vi ứng xử không biệt định kết hợp với rối loạn sinh lý và yếu tố thể chất ,Hội chứng hành vi kết hợp với rối loạn sinh lý và nhân tố cơ thể,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5825,F60,Rối loạn nhân cách đặc hiệu,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5826,F60.0,Rối loạn nhân cách paranoid,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5827,F60.1,Rối loạn nhân cách dạng phân liệt,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5828,F60.2,Rối loạn nhân cách chống đối xã hội,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5829,F60.3,Rối loạn nhân cách cảm xúc không ổn định,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5830,F60.4,Rối loạn nhân cách kịch tính,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5831,F60.5,Rối loạn nhân cách ám ảnh nghi thức,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5832,F60.6,Rối loạn nhân cách lo âu [tránh né],Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5833,F60.7,Rối loạn nhân cách phụ thuộc,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5834,F60.8,Rối loạn nhân cách đặc hiệu khác,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5835,F60.9,"Rối loạn nhân cách, không biệt định",Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5836,F61,Rối loạn nhân cách khác và hỗn hợp,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5837,F62,"Biến đổi nhân cách kéo dài, không thể quy cho một tổn thương hay bệnh não",Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5838,F62.0,Thay đổi nhân cách kéo dài sau một sự kiện thảm họa,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5839,F62.1,Thay đổi nhân cách kéo dài sau bệnh tâm thần,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5840,F62.8,Thay đổi nhân cách kéo dài khác,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5841,F62.9,Thay đổi nhân cách kéo dài không biệt định,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5842,F63,Rối loạn thói quen và xung động,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5843,F66.0,Rối loạn về sự trưởng thành tình dục,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5844,F66.1,Định hướng tình dục loạn trương lực bản thân,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5845,F66.2,Rối loạn quan hệ tình dục,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5846,F66.8,Những rối loạn phát triển tâm lý tình dục khác,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5847,F66.9,"Rối loạn phát triển tâm lý tình dục, không biệt định",Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5848,F68,Rối loạn khác về hành vi và nhân cách ở người trưởng thành,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5849,F68.0,Hình thành các triệu chứng cơ thể vì lý do tâm lý,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5850,F68.1,Dụng ý đưa ra hay giả tạo các triệu chứng hoặc rối loạn hoạt năng cơ thể hoặc tâm lý [rối loạn giả tạo],Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5851,F68.8,Rối loạn biệt định khác về nhân cách và hành vi ở người trưởng thành,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5852,F69,Rối loạn không biệt định về nhân cách và hành vi ở người trưởng thành,Rối loạn nhân cách và hành vi ở người trưởng thành,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5853,F70,Chậm phát triển tâm thần nhẹ,Chậm phát triển tâm thần,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5854,F71,Chậm phát triển tâm thần trung bình,Chậm phát triển tâm thần,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5855,F72,Chậm phát triển tâm thần nặng,Chậm phát triển tâm thần,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5856,F73,Chậm phát triển tâm thần nghiêm trọng,Chậm phát triển tâm thần,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5857,F78,Chậm phát triển tâm thần khác,Chậm phát triển tâm thần,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5858,F79,Chậm phát triển tâm thần không biệt định,Chậm phát triển tâm thần,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5859,F80,Các rối loạn đặc hiệu về phát triển lời nói và ngôn ngữ,Các rối loạn về phát triển tâm lý,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5860,F80.0,Rối loạn đặc hiệu trong sự kết âm,Các rối loạn về phát triển tâm lý,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5861,F80.1,Rối loạn ngôn ngữ biểu hiện,Các rối loạn về phát triển tâm lý,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5862,F80.2,Rối loạn ngôn ngữ tiếp nhận,Các rối loạn về phát triển tâm lý,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
5863,F80.3,Vong ngôn mắc phải với động kinh [Landau-Kleffner],Các rối loạn về phát triển tâm lý,,,,,,,,QĐ 4469/BYT ngày 28/10/2020,Có
